DATE,OPEN,HIGH,LOW,CLOSE,VOLUME,VALUE
2021-01-13,3128.26,3164.37,3109.63,3148.29,1578042145,24725590186104
2021-01-14,3148.65,3159.03,3128.72,3149.93,1233182934,24122956590728
2021-01-15,3153.84,3189.9,3085.9,3085.9,1331079325,23162291827562
2021-01-18,3079.9,3079.9,3003.89,3013.93,1472048573,23186884334111
2021-01-19,3013.05,3107.0,3011.32,3092.66,1353312434,24190452978625
2021-01-20,3115.04,3145.01,3077.15,3114.55,1192695289,24628056858907
2021-01-21,3123.27,3163.21,3123.27,3160.84,1360065480,25279964649736
2021-01-22,3163.83,3185.26,3140.6,3140.63,1111222984,24305355507985
2021-01-25,3144.01,3212.22,3142.8,3208.99,1093652714,21172002638237
2021-01-26,3203.96,3209.18,3132.67,3140.31,873023735,21874953662673
2021-01-27,3143.46,3182.53,3118.89,3122.56,924582382,20147107383927
2021-01-28,3114.98,3114.98,3046.64,3069.05,1310454719,23007882780390
2021-01-29,3078.73,3100.22,2962.7,2976.21,995071252,24350307102379
2021-02-01,2976.81,3056.87,2947.24,3056.53,969262037,20724667392069
2021-02-02,3065.56,3138.95,3065.56,3096.81,887313600,19143871439066
2021-02-03,3108.42,3142.26,3091.85,3129.68,901788773,22427782221837
2021-02-04,3135.02,3135.02,3068.46,3087.55,1460945710,20648472981338
2021-02-05,3098.49,3124.62,3081.78,3120.63,1193486714,19789811124576
2021-02-08,3113.63,3128.54,3085.59,3091.24,1277207106,19312219733538
2021-02-09,3102.25,3129.66,3084.67,3084.67,2145388417,18389342394195
2021-02-10,3088.13,3111.88,3064.25,3100.58,2152916523,18333691832606
2021-02-15,3108.7,3156.56,3108.7,3147.0,1604653438,16944151211135
2021-02-16,3151.85,3180.94,3145.84,3163.25,1944395602,17171320534735
2021-02-17,3162.95,3162.95,3115.48,3133.73,1784126573,16846120997322
